x  y
77.0	967.0
33.0	173.0
647.0	110.0
307.0	119.0
515.0	965.0
545.0	728.0
208.0	70.0
106.0	355.0
5.0	912.0
516.0	755.0
388.0	990.0
476.0	119.0
883.0	285.0
597.0	180.0
566.0	252.0
661.0	451.0
163.0	851.0
890.0	159.0
797.0	423.0
384.0	208.0
136.0	84.0
574.0	416.0
986.0	411.0
160.0	997.0
601.0	455.0
208.0	440.0
439.0	868.0
525.0	54.0
550.0	262.0
414.0	940.0
31.0	878.0
740.0	238.0
439.0	464.0
134.0	702.0
716.0	881.0
819.0	112.0
711.0	640.0
415.0	967.0
393.0	637.0
532.0	751.0
807.0	248.0
741.0	351.0
780.0	21.0
55.0	648.0
703.0	368.0
419.0	358.0
368.0	585.0
897.0	474.0
649.0	976.0
602.0	815.0
178.0	650.0
635.0	138.0
529.0	671.0
477.0	655.0
235.0	332.0
825.0	622.0
187.0	949.0
252.0	610.0
633.0	843.0
723.0	894.0
461.0	786.0
280.0	380.0
49.0	768.0
131.0	624.0
407.0	487.0
630.0	345.0
104.0	988.0
648.0	836.0
618.0	582.0
403.0	328.0
814.0	563.0
610.0	177.0
755.0	258.0
214.0	69.0
739.0	685.0
637.0	330.0
698.0	471.0
552.0	11.0
822.0	309.0
824.0	745.0
333.0	234.0
173.0	458.0
163.0	462.0
709.0	61.0
23.0	108.0
798.0	987.0
682.0	49.0
795.0	214.0
6.0	861.0
510.0	773.0
806.0	1.0
120.0	759.0
88.0	704.0
601.0	882.0
924.0	354.0
713.0	90.0
259.0	496.0
126.0	742.0
486.0	418.0
582.0	644.0
