x  y
686.0	384.0
347.0	97.0
311.0	787.0
138.0	966.0
881.0	823.0
455.0	426.0
656.0	316.0
72.0	84.0
707.0	611.0
264.0	650.0
551.0	163.0
30.0	416.0
824.0	337.0
501.0	127.0
345.0	819.0
810.0	268.0
728.0	880.0
343.0	513.0
779.0	247.0
118.0	897.0
837.0	333.0
869.0	712.0
843.0	861.0
298.0	324.0
141.0	115.0
524.0	384.0
849.0	71.0
882.0	99.0
648.0	902.0
586.0	236.0
411.0	448.0
137.0	895.0
469.0	568.0
8.0	413.0
536.0	735.0
611.0	106.0
728.0	158.0
331.0	514.0
834.0	533.0
124.0	433.0
97.0	797.0
658.0	832.0
886.0	942.0
431.0	735.0
475.0	105.0
193.0	357.0
342.0	126.0
956.0	867.0
527.0	350.0
216.0	604.0
859.0	647.0
370.0	135.0
729.0	174.0
663.0	602.0
878.0	331.0
70.0	325.0
365.0	135.0
736.0	536.0
717.0	64.0
570.0	120.0
319.0	441.0
676.0	761.0
813.0	497.0
192.0	232.0
497.0	897.0
534.0	211.0
860.0	70.0
229.0	292.0
974.0	911.0
334.0	491.0
666.0	395.0
883.0	726.0
202.0	500.0
847.0	646.0
11.0	223.0
55.0	730.0
74.0	648.0
288.0	414.0
197.0	338.0
516.0	833.0
240.0	849.0
960.0	657.0
510.0	586.0
189.0	129.0
547.0	50.0
911.0	430.0
472.0	717.0
12.0	344.0
972.0	225.0
81.0	370.0
247.0	853.0
565.0	255.0
391.0	995.0
429.0	770.0
768.0	956.0
683.0	882.0
216.0	663.0
220.0	895.0
510.0	668.0
230.0	239.0
546.0	42.0
253.0	228.0
7.0	859.0
757.0	922.0
250.0	519.0
691.0	149.0
596.0	201.0
777.0	946.0
765.0	692.0
891.0	547.0
305.0	81.0
786.0	768.0
538.0	510.0
893.0	333.0
523.0	495.0
386.0	547.0
873.0	529.0
623.0	310.0
304.0	344.0
293.0	726.0
345.0	205.0
823.0	130.0
403.0	606.0
528.0	932.0
29.0	249.0
428.0	234.0
898.0	657.0
496.0	944.0
48.0	931.0
777.0	124.0
923.0	369.0
314.0	689.0
93.0	916.0
999.0	80.0
611.0	211.0
784.0	617.0
305.0	593.0
381.0	16.0
65.0	47.0
17.0	380.0
312.0	895.0
917.0	26.0
883.0	65.0
971.0	346.0
207.0	525.0
704.0	368.0
898.0	153.0
741.0	756.0
32.0	506.0
734.0	643.0
807.0	516.0
368.0	901.0
544.0	407.0
463.0	33.0
818.0	29.0
96.0	457.0
100.0	883.0
266.0	841.0
389.0	478.0
510.0	680.0
672.0	719.0
475.0	883.0
296.0	685.0
689.0	384.0
883.0	683.0
286.0	152.0
54.0	442.0
260.0	749.0
360.0	25.0
760.0	521.0
981.0	356.0
875.0	537.0
886.0	58.0
742.0	998.0
270.0	339.0
463.0	115.0
694.0	608.0
607.0	901.0
682.0	594.0
281.0	481.0
65.0	108.0
162.0	209.0
276.0	834.0
356.0	975.0
512.0	751.0
424.0	980.0
612.0	86.0
314.0	186.0
793.0	359.0
798.0	809.0
110.0	215.0
643.0	622.0
901.0	455.0
28.0	760.0
636.0	781.0
745.0	264.0
266.0	137.0
180.0	133.0
430.0	351.0
574.0	663.0
805.0	885.0
797.0	688.0
989.0	426.0
240.0	292.0
798.0	767.0
465.0	416.0
750.0	670.0
124.0	757.0
455.0	294.0
775.0	587.0
628.0	940.0
805.0	120.0
547.0	62.0
439.0	111.0
332.0	583.0
420.0	23.0
201.0	366.0
939.0	464.0
767.0	605.0
288.0	708.0
935.0	452.0
142.0	854.0
531.0	812.0
618.0	952.0
10.0	240.0
772.0	333.0
211.0	267.0
778.0	346.0
315.0	748.0
755.0	625.0
573.0	982.0
779.0	213.0
115.0	508.0
259.0	752.0
514.0	175.0
839.0	239.0
222.0	676.0
657.0	858.0
291.0	61.0
621.0	631.0
832.0	148.0
155.0	813.0
584.0	981.0
808.0	912.0
469.0	689.0
137.0	760.0
125.0	754.0
629.0	215.0
35.0	596.0
970.0	662.0
551.0	386.0
144.0	509.0
390.0	668.0
69.0	474.0
546.0	712.0
85.0	330.0
285.0	11.0
622.0	426.0
29.0	868.0
367.0	603.0
301.0	140.0
604.0	745.0
524.0	957.0
482.0	393.0
901.0	640.0
123.0	674.0
117.0	476.0
510.0	719.0
649.0	737.0
996.0	197.0
710.0	840.0
157.0	842.0
74.0	636.0
242.0	517.0
200.0	643.0
413.0	855.0
789.0	77.0
671.0	187.0
546.0	378.0
920.0	226.0
845.0	287.0
47.0	496.0
696.0	122.0
326.0	586.0
180.0	72.0
300.0	654.0
216.0	633.0
494.0	974.0
539.0	384.0
547.0	566.0
971.0	34.0
398.0	837.0
878.0	647.0
738.0	744.0
305.0	153.0
837.0	111.0
319.0	546.0
646.0	601.0
724.0	158.0
455.0	427.0
