x  y
505.0	835.0
696.0	409.0
223.0	585.0
840.0	399.0
677.0	390.0
229.0	628.0
766.0	44.0
445.0	137.0
230.0	392.0
210.0	972.0
156.0	697.0
818.0	218.0
698.0	166.0
600.0	781.0
965.0	425.0
204.0	825.0
819.0	784.0
165.0	373.0
593.0	839.0
968.0	690.0
485.0	365.0
770.0	112.0
230.0	556.0
539.0	43.0
617.0	688.0
484.0	897.0
722.0	927.0
972.0	756.0
569.0	285.0
107.0	382.0
713.0	44.0
303.0	649.0
137.0	404.0
813.0	812.0
553.0	397.0
413.0	206.0
773.0	772.0
465.0	919.0
92.0	912.0
182.0	108.0
583.0	346.0
792.0	743.0
138.0	1000.0
716.0	16.0
720.0	194.0
57.0	616.0
945.0	912.0
23.0	658.0
577.0	14.0
606.0	280.0
746.0	471.0
494.0	86.0
910.0	527.0
654.0	729.0
160.0	572.0
616.0	113.0
656.0	796.0
457.0	254.0
769.0	330.0
592.0	459.0
120.0	884.0
224.0	358.0
156.0	97.0
618.0	746.0
142.0	284.0
216.0	291.0
700.0	13.0
179.0	95.0
561.0	349.0
234.0	752.0
522.0	301.0
315.0	825.0
715.0	416.0
608.0	216.0
459.0	78.0
817.0	10.0
339.0	648.0
34.0	718.0
794.0	302.0
315.0	268.0
474.0	323.0
350.0	184.0
140.0	26.0
779.0	104.0
307.0	473.0
584.0	870.0
697.0	277.0
433.0	824.0
137.0	215.0
538.0	780.0
846.0	355.0
997.0	516.0
433.0	835.0
543.0	779.0
642.0	555.0
514.0	407.0
471.0	862.0
603.0	289.0
264.0	426.0
961.0	794.0
46.0	646.0
126.0	923.0
741.0	525.0
778.0	453.0
90.0	75.0
277.0	217.0
424.0	119.0
582.0	170.0
893.0	929.0
968.0	558.0
109.0	95.0
246.0	624.0
306.0	537.0
238.0	21.0
310.0	299.0
766.0	31.0
24.0	748.0
968.0	98.0
926.0	543.0
852.0	49.0
200.0	172.0
353.0	31.0
902.0	997.0
652.0	997.0
677.0	255.0
353.0	701.0
668.0	331.0
438.0	550.0
726.0	716.0
107.0	559.0
983.0	50.0
634.0	295.0
915.0	142.0
458.0	319.0
537.0	181.0
87.0	679.0
919.0	203.0
348.0	145.0
195.0	539.0
346.0	812.0
309.0	789.0
190.0	196.0
682.0	611.0
291.0	55.0
563.0	418.0
351.0	722.0
512.0	529.0
269.0	456.0
390.0	615.0
3.0	272.0
330.0	587.0
915.0	973.0
926.0	271.0
939.0	339.0
939.0	405.0
172.0	255.0
410.0	553.0
259.0	743.0
553.0	436.0
717.0	591.0
211.0	81.0
751.0	283.0
908.0	833.0
894.0	138.0
536.0	360.0
971.0	928.0
728.0	958.0
871.0	163.0
5.0	862.0
543.0	430.0
180.0	572.0
281.0	79.0
803.0	951.0
700.0	365.0
697.0	944.0
158.0	444.0
93.0	623.0
843.0	533.0
623.0	212.0
183.0	603.0
353.0	278.0
138.0	598.0
681.0	713.0
928.0	764.0
819.0	955.0
219.0	821.0
611.0	237.0
330.0	532.0
904.0	165.0
768.0	466.0
155.0	111.0
362.0	576.0
798.0	67.0
305.0	657.0
867.0	583.0
931.0	631.0
744.0	395.0
797.0	778.0
442.0	411.0
307.0	914.0
